,Time [s],Thrust [lb],Lift [lb],Drag [lb],Power [hp],Weight [lb],Percent [%],Velocity [knots],Altitude [ft],Range [nmi],RPM [rev/min],AOA [deg]
0,64.98,511.4199202585219,2546.5174991924005,178.5353024649481,88221.69450640798,2549.4318988823047,95.64986953050757,75.37476372645033,750.3035856661179,1.1737073496719603,4000.0,0.7976615685244703
1,64.99000000000001,511.4199202585219,2542.3122324472215,182.0610397922994,88221.69450640798,2549.4318988823047,95.64986953050757,75.39938516425934,750.3035856661179,1.1739167240156452,4000.0,0.7826641952371988
2,65.0,511.2443931822071,2542.4442242488244,181.81209098707944,88219.48896404532,2549.4318988823047,95.64920007367938,75.42400086533775,750.3035856661179,1.1741262009486537,3999.9,0.777214157376318
3,65.01,511.0688481774656,2542.4995393407717,181.7783249147884,88217.28342168264,2549.4318988823047,95.6485306368183,75.4486866542027,750.3035856661179,1.1743355410892573,3999.8,0.7714975823899839
4,65.02000000000001,510.892783644673,2542.552953483874,181.75009061792923,88215.07787932,2549.4318988823047,95.64786121992186,75.47336142623998,750.3035856661179,1.1745449497184712,3999.7000000000003,0.7657629576786587
5,65.03,510.7167358606409,2542.6064357730374,181.7214594500194,88212.87233695734,2549.4318988823047,95.64719182298768,75.49802536475296,750.3035856661179,1.174754426533417,3999.6000000000004,0.7600367796327823
6,65.04,510.54070370089545,2542.6598074180865,181.69293489795086,88210.66679459468,2549.4318988823047,95.64652244601332,75.52267828173191,750.3035856661179,1.174963971935512,3999.5000000000005,0.7543183535109241
7,65.05,510.3646884984213,2542.7130745075397,181.66449929059493,88208.46125223202,2549.4318988823047,95.64585308899638,75.54732017174922,750.3035856661179,1.1751735858934695,3999.4000000000005,0.7486077320136268
8,65.06,510.1886903782509,2542.7662368207225,181.63615358261745,88206.25570986937,2549.4318988823047,95.64518375193441,75.57195102850761,750.3035856661179,1.1753832683776686,3999.3000000000006,0.7429049016143301
9,65.07000000000001,510.0127094711788,2542.8192945520964,181.6078975567201,88204.0501675067,2549.4318988823047,95.64451443482506,75.59657084614456,750.3035856661179,1.1755930193575006,3999.2000000000007,0.7372098504966038
10,65.08,509.8367459051262,2542.8722478816185,181.57973103818568,88201.84462514405,2549.4318988823047,95.64384513766588,75.62117961882018,750.3035856661179,1.175802838802344,3999.100000000001,0.7315225667139008
11,65.09,509.6607998078648,2542.925096989913,181.55165384978372,88199.63908278139,2549.4318988823047,95.64317586045446,75.64577734072043,750.3035856661179,1.1760127266815597,3999.000000000001,0.7258430383420853
12,65.10000000000001,509.48487130699954,2542.977842057304,181.52366581477776,88197.43354041873,2549.4318988823047,95.6425066031884,75.670364006056,750.3035856661179,1.176222682964491,3998.900000000001,0.7201712534752399
13,65.11,509.3089605299724,2543.0304832638512,181.49576675660867,88195.22799805609,2549.4318988823047,95.64183736586529,75.69493960906236,750.3035856661179,1.1764327076204661,3998.800000000001,0.7145072002260133
14,65.12,509.13306760406437,2543.0830207893473,181.4679564991003,88193.02245569343,2549.4318988823047,95.64116814848272,75.71950414399966,750.3035856661179,1.1766428006187961,3998.700000000001,0.7088508667255495
15,65.13000000000001,508.95719265639235,2543.1354548133186,181.44023486630434,88190.81691333077,2549.4318988823047,95.64049895103828,75.74405760515272,750.3035856661179,1.1768529619287762,3998.6000000000013,0.7032022411235045
16,65.14,508.7813358139127,2543.1877855150246,181.4126016826198,88188.61137096811,2549.4318988823047,95.63982977352957,75.76859998683102,750.3035856661179,1.177063191519686,3998.5000000000014,0.6975613115880095
17,65.15,508.6054972034176,2543.240013073459,181.3850567726305,88186.40582860545,2549.4318988823047,95.63916061595418,75.79313128336858,750.3035856661179,1.1772734893607886,3998.4000000000015,0.6919280663056551
18,65.16000000000001,508.4296769515384,2543.2921376673503,181.35759996134615,88184.20028624279,2549.4318988823047,95.6384914783097,75.817651489124,750.3035856661179,1.1774838554213318,3998.3000000000015,0.6863024934814619
19,65.17,508.253875184742,2543.34415947516,181.33023107398586,88181.99474388013,2549.4318988823047,95.63782236059374,75.84216059848035,750.3035856661179,1.1776942896705467,3998.2000000000016,0.6806845813388765
20,65.18,508.07809202933345,2543.3960786750845,181.30294993604187,88179.78920151746,2549.4318988823047,95.6371532628039,75.86665860584519,750.3035856661179,1.1779047920776495,3998.1000000000017,0.6750743181197265
21,65.19,507.9023276114556,2543.447895445056,181.27575637331452,88177.5836591548,2549.4318988823047,95.63648418493777,75.89114550565047,750.3035856661179,1.1781153626118401,3998.000000000002,0.6694716920842296
22,65.2,507.72658205708683,2543.49960996274,181.24865021196695,88175.37811679214,2549.4318988823047,95.63581512699295,75.91562129235254,750.3035856661179,1.178326001242303,3997.900000000002,0.6638766915109509
23,65.21000000000001,507.5508554920437,2543.5512224055387,181.22163127831743,88173.1725744295,2549.4318988823047,95.63514608896705,75.94008596043209,750.3035856661179,1.1785367079382072,3997.800000000002,0.6582893046967913
24,65.22,507.3751480419787,2543.6027329505896,181.19469939909996,88170.96703206684,2549.4318988823047,95.63447707085766,75.96453950439407,750.3035856661179,1.1787474826687057,3997.700000000002,0.6527095199569599
25,65.23,507.19945983238193,2543.654141774764,181.16785440124676,88168.76148970418,2549.4318988823047,95.63380807266239,75.98898191876773,750.3035856661179,1.178958325402937,3997.600000000002,0.647137325624962
26,65.24000000000001,507.02379098857926,2543.7054490546716,181.14109611210526,88166.55594734152,2549.4318988823047,95.63313909437883,76.0134131981065,750.3035856661179,1.1791692361100232,3997.5000000000023,0.6415727100525793
27,65.25,506.8481671498714,2543.756654680971,181.11442435912653,88164.35040497886,2549.4318988823047,95.63247013600461,76.03783333778281,750.3035856661179,1.1793802147590722,3997.4000000000024,0.6360156606080358
28,65.26,506.67271355782407,2543.807757457227,181.08783894868233,88162.1448626162,2549.4318988823047,95.63180119753734,76.0622423345517,750.3035856661179,1.1795912613191766,3997.3000000000025,0.6304661606853044
