-1.1567122440523576, 499.86824318658284
151.7636417382484, 499.86824318658284
325.0733762515227, 499.86824318658284
498.38396566544833, 500.21601677148846
675.7707213842662, 499.86824318658284
849.0804558975403, 499.86824318658284
1022.3901904108147, 499.86824318658284
1197.7388629771863, 499.86824318658284
1375.1273284973067, 500.21601677148846
1550.4751461630271, 499.86824318658284
1721.745942623204, 499.86824318658284
1895.0573869377808, 500.5637903563941
2074.482225809045, 499.86824318658284
2166.232728397123, 499.1726960167715
2639.252678305288, 493.60831865828095
2688.186336678973, 493.2605450733753
2859.4520037352427, 491.1739035639413
3036.835339851456, 489.435035639413
3210.1416547621257, 488.0439412997904
3379.3726582685536, 487.6961677148847
3558.7974971398176, 487.0006205450734
3736.182543057333, 485.9572997903564
3907.4516297162077, 485.26175262054505
4082.7968826799747, 483.87065828092244
4262.220011749935, 482.47956394129983
4435.526326660605, 481.08846960167716
4513.005972678305, 481.08846960167716
