,Time [s],Thrust [lb],Lift [lb],Drag [lb],Weight [lb],Percent [%],Velocity [knots],Altitude [ft],Range [nmi],RPM [rev/min],Pitch [deg],AOA [deg]
0,395.9,71.23287149875442,2535.6698815215955,313.79131866871154,2544.6008722029014,97.42516489447365,90.20541599281265,750.4600205545272,9.010397438119442,1235.0390286209888,-5.0,-0.7102535107179904
1,395.90999999999997,71.23287149875442,2535.800896391556,313.7992225536147,2544.6008722029014,97.42516489447365,90.20385690438489,750.4600205545272,9.010647055222641,1235.0390286209888,-4.999999982038168,-0.7099501010996133
2,395.91999999999996,71.23424147642051,2535.800537337434,313.7944995699472,2544.6008722029014,97.42511751757198,90.20229850040286,750.3273262932913,9.010896665854368,1235.0390286209888,-4.999999966016067,-0.7097708431301025
3,395.92999999999995,71.23561095773347,2535.8003304268495,313.789788262942,2544.6008722029014,97.42507014049964,90.20073918836752,750.1946354729517,9.011146285115512,1235.0390286209888,-4.999999996344552,-0.7095913123286444
4,395.94,71.23698120872723,2535.800124084514,313.7850741310881,2544.6008722029014,97.4250227632567,90.19918033288374,750.0619400643096,9.01139590005955,1235.0390286209888,-5.000000026655518,-0.7094116537400357
5,395.95,71.23835114453318,2535.7999175727423,313.7803617203089,2544.6008722029014,97.42497538584311,90.19762193290288,749.9292469506137,9.011645510694017,1235.0390286209888,-5.000000056993173,-0.7092320455762735
6,395.96,71.23972076594485,2535.799711111067,313.77565104024364,2544.6008722029014,97.4249280082589,90.19606398938222,749.7965561294108,9.011895117012896,1235.0390286209888,-5.0000000873235155,-0.7090524872006552
7,395.96999999999997,71.24109007216828,2535.7995046988285,313.7709420936841,2544.6008722029014,97.42488063050406,90.1945065021674,749.663867601525,9.012144719017458,1235.0390286209888,-5.000000117646574,-0.7088729787471033
8,395.97999999999996,71.24245906328899,2535.7992983361987,313.7662348801585,2544.6008722029014,97.4248332525786,90.19294947110548,749.5311813662847,9.01239431670896,1235.0390286209888,-5.000000147962321,-0.7086935202031058
9,395.98999999999995,71.24382773939129,2535.7990920231687,313.7615293987002,2544.6008722029014,97.4247858744825,90.19139289604279,749.3984974230196,9.01264391008867,1235.0390286209888,-5.000000178270758,-0.7085141115567404
10,396.0,71.24519610056021,2535.798885759732,313.7568256489139,2544.6008722029014,97.42473849621578,90.18983677682563,749.2658157710584,9.012893499157844,1235.0390286209888,-5.000000208571887,-0.7083347527959911
11,396.01,71.24656414688079,2535.798679545882,313.7521236298024,2544.6008722029014,97.42469111777845,90.18828111330046,749.1331364097301,9.013143083917749,1235.0390286209888,-5.000000238865708,-0.7081554439088281
12,396.02,71.24793187843788,2535.79847338161,313.74742334088444,2544.6008722029014,97.4246437391705,90.1867259053137,749.0004593383637,9.013392664369643,1235.0390286209888,-5.000000269152221,-0.7079761848832332
13,396.03,71.24929929531659,2535.798267266909,313.7427247813601,2544.6008722029014,97.42459636039193,90.1851711527119,748.8677845562885,9.013642240514791,1235.0390286209888,-5.000000299431431,-0.7077969757071876
14,396.03999999999996,71.25066639760178,2535.7980612017727,313.7380279503118,2544.6008722029014,97.42454898144275,90.18361685534165,748.735112062834,9.013891812354453,1235.0390286209888,-5.000000329703334,-0.7076178163686806
