,Time [s],Thrust [lb],Lift [lb],Drag [lb],Weight [lb],Percent [%],Velocity [knots],Altitude [ft],Range [nmi],RPM [rev/min],Ground Roll [ft],AOA [deg]
0,0.0,710.2319298937135,0.0,0.0,2549.432393255485,100.0,0.0,0.0,0.0,4000,878.9862304900497,0.0
1,0.005,715.1082057962082,0.0,0.0,2549.6031427326952,100.0,0.022920671149478523,0.0,0.0,4000,878.9862304900497,0.0
2,0.01,715.135800086092,0.00022744795850473688,1.1213384989894144e-05,2549.6031427326952,99.99966527158591,0.04584288953346469,0.0,4.7751398228080274e-08,4000,878.9862304900497,0.0
3,0.015,715.1633417641449,0.0009098532495449957,4.485656779918641e-05,2549.6031427326952,99.99933054317184,0.06876304405269153,0.0,3.183516087572692e-08,4000,878.9862304900497,0.0
4,0.02,715.1908264933726,0.0020470929887747864,0.00010092349012122116,2549.6031427326952,99.99899581475775,0.09168423105655205,0.0,4.7750024783832095e-08,4000,878.9862304900497,0.0
5,0.025,715.2182579904431,0.0036392901044971157,0.00017942021242977374,2549.6031427326952,99.99866108634367,0.1146064486265044,0.0,9.550452822241819e-08,4000,878.9862304900497,0.0
6,0.03,715.2456362457058,0.005686505881437592,0.0002803497561158769,2549.6031427326952,99.99832635792959,0.13752969434797843,0.0,1.7509186149088978e-07,4000,878.9862304900497,0.0
7,0.035,715.2729612489377,0.008188801395699103,0.00040371513228527927,2549.6031427326952,99.99799162951551,0.16045396607296852,0.0,2.865134596409498e-07,4000,878.9862304900497,0.0
8,0.04,715.3002329902555,0.011146237571464676,0.0005495193445539462,2549.6031427326952,99.99765690110142,0.18337926165311166,0.0,4.297707558454393e-07,4000,878.9862304900497,0.0
9,0.045,715.327451459795,0.014558875165050228,0.0007177653882618467,2549.6031427326952,99.99732217268735,0.20630557893963022,0.0,6.048651795840466e-07,4000,878.9862304900497,0.0
10,0.05,715.354616647712,0.01842677476483981,0.0009084562504697604,2549.6031427326952,99.99698744427327,0.22923291578335545,0.0,8.117981573533337e-07,4000,878.9862304900497,0.0
11,0.055,715.3817285441819,0.022749996791230086,0.001121594909956541,2549.6031427326952,99.99665271585918,0.2521612700347283,0.0,1.0505711126663271e-06,4000,878.9862304900497,0.0
12,0.06,715.4087871393996,0.027528601496572734,0.0013571843372162753,2549.6031427326952,99.99631798744511,0.27509063954380036,0.0,1.3211854660519114e-06,4000,878.9862304900497,0.0
13,0.065,715.43579242358,0.03276264896511688,0.0016152274944554468,2549.6031427326952,99.99598325903104,0.2980210221602344,0.0,1.623642635054287e-06,4000,878.9862304900497,0.0
