,Time [s],Thrust [lb],Lift [lb],Drag [lb],Power [hp],Weight [lb],Percent [%],Velocity [knots],Altitude [ft],Range [nmi],RPM [rev/min],AOA [deg]
0,382.12,707.978015130294,2539.6007902320575,165.98658438776536,121751.94989229094,2541.3555838993866,97.06303131303235,75.13344866661312,750.2984927294592,8.569408912510234,2700.0,0.8312656217723982
1,382.13,707.978015130294,2531.0843711880134,175.24534525730706,121751.94989229094,2541.3555838993866,97.06303131303235,75.17340061400508,750.2984927294592,8.569617616534307,2700.0,0.8006978424002282
2,382.14,707.4076742333411,2531.453280135574,174.69504188881643,121716.0875202383,2541.3555838993866,97.06294007608626,75.21332183128017,750.2984927294592,8.56982648702483,2699.9,0.7923666730847585
3,382.15,706.8361525218077,2531.5809721457667,174.6324852590272,121679.98700396533,2541.3555838993866,97.06284884207952,75.2533998034679,750.2984927294592,8.57003513552452,2699.8,0.7831915275933854
4,382.16,706.2631663954498,2531.702245597033,174.58314652367915,121643.89185334626,2541.3555838993866,97.06275761100893,75.29343870534517,750.2984927294592,8.570243895261521,2699.7000000000003,0.7739700366126807
5,382.17,705.6904909196902,2531.8236384466672,174.53286146615952,121607.80207398738,2541.3555838993866,97.06266638287435,75.33343887133852,750.2984927294592,8.570452765446426,2699.6000000000004,0.7647728540788399
6,382.18,705.1181239763747,2531.9445439581673,174.48286296141393,121571.7176714912,2541.3555838993866,97.0625751576756,75.3733997978746,750.2984927294592,8.570661747013682,2699.5000000000005,0.7555976580434258
7,382.19,704.5460710498783,2532.06499039067,174.4330937155961,121535.63865145744,2541.3555838993866,97.06248393541253,75.41332149053898,750.2984927294592,8.57087083985333,2699.4000000000005,0.7464446020402421
8,382.2,703.9743330043806,2532.184977780497,174.38355605754668,121499.56501948195,2541.3555838993866,97.06239271608494,75.45320395263012,750.2984927294592,8.571080043859052,2699.3000000000006,0.7373136163416132
9,382.21,703.4029107221872,2532.3045077785946,174.33424902115155,121463.49678115768,2541.3555838993866,97.06230149969268,75.49304718890714,750.2984927294592,8.571289358921845,2699.2000000000007,0.7282046377983948
10,382.22,702.8318050696953,2532.4235819573655,174.2851717982342,121427.43394207394,2541.3555838993866,97.06221028623558,75.53285120426256,750.2984927294592,8.57149878493272,2699.100000000001,0.7191176028906652
11,382.23,702.2610169094418,2532.5422018882764,174.23632357468702,121391.37650781695,2541.3555838993866,97.06211907571348,75.57261600373205,750.2984927294592,8.5717083217827,2699.000000000001,0.7100524483223154
12,382.24,701.6905471000147,2532.660369137468,174.1877035394451,121355.32448396938,2541.3555838993866,97.0620278681262,75.61234159249052,750.2984927294592,8.571917969362815,2698.900000000001,0.7010091110021833
13,382.25,701.1203964960905,2532.7780852659757,174.13931088413523,121319.27787611079,2541.3555838993866,97.06193666347356,75.65202797585147,750.2984927294592,8.57212772756411,2698.800000000001,0.6919875280448884
14,382.26,700.5505659484393,2532.8953518297308,174.09114480309398,121283.23668981717,2541.3555838993866,97.06184546175541,75.69167515926637,750.2984927294592,8.572337596277649,2698.700000000001,0.68298763677012
15,382.27,699.9810563039316,2533.0121703795767,174.0432044931814,121247.20093066142,2541.3555838993866,97.06175426297158,75.73128314832417,750.2984927294592,8.572547575394504,2698.6000000000013,0.6740093747019253
16,382.28000000000003,699.4118684055427,2533.1285424612843,173.99548915399546,121211.17060421292,2541.3555838993866,97.0616630671219,75.77085194875063,750.2984927294592,8.572757664805762,2698.5000000000014,0.6650526795680185
17,382.29,698.8430030923595,2533.244469615566,173.94799798787923,121175.1457160379,2541.3555838993866,97.06157187420618,75.81038156640778,750.2984927294592,8.572967864402528,2698.4000000000015,0.6561174892991168
18,382.3,698.2744611995873,2533.359953378092,173.90073019963387,121139.12627169908,2541.3555838993866,97.06148068422428,75.8498720072933,750.2984927294592,8.573178174075924,2698.3000000000015,0.6472037420282426
19,382.31,697.7062435585526,2533.474995279505,173.85368499676707,121103.11227675596,2541.3555838993866,97.06138949717602,75.88932327753996,750.2984927294592,8.57338859371708,2698.2000000000016,0.6383113760900363
20,382.32,697.1383509967127,2533.5895968454342,173.80686158957556,121067.10373676459,2541.3555838993866,97.06129831306123,75.92873538341503,750.2984927294592,8.573599123217148,2698.1000000000017,0.6294403300200924
21,382.33,696.5707843376598,2533.7037595965116,173.76025919078157,121031.10065727792,2541.3555838993866,97.06120713187974,75.96810833131974,750.2984927294592,8.573809762467297,2698.000000000002,0.6205905425542712
22,382.34000000000003,696.0035444011257,2533.8174850483847,173.71387701590396,120995.10304384524,2541.3555838993866,97.0611159536314,76.00744212778862,750.2984927294592,8.574020511358711,2697.900000000002,0.6117619526280178
23,382.35,695.4366438144026,2533.9307745856304,173.66771428294237,120959.11090201301,2541.3555838993866,97.061024778316,76.04673677985814,750.2984927294592,8.57423136978259,2697.800000000002,0.6029544989334266
24,382.36,694.8705066484357,2534.043625270948,173.62177020320792,120923.12423732369,2541.3555838993866,97.06093360593341,76.0859923067446,750.2984927294592,8.574442337630153,2697.700000000002,0.5941681051517862
