,Time [s],Thrust [lb],Lift [lb],Drag [lb],Power [hp],Weight [lb],Percent [%],Velocity [knots],Altitude [ft],Range [nmi],RPM [rev/min],Pitch [deg],AOA [deg]
0,376.68500000000006,568.6629806579822,2612.828934189038,50.80003192071604,88221.69450640798,2549.6149174253032,88.8093268981534,66.02948373130559,-0.15434958451588035,8.322542370993224,4000,0.0,3.0
1,376.69500000000005,568.6629806579822,2612.828934189038,50.80003192071604,88221.69450640798,2549.6149174253032,88.8093268981534,66.06814425481694,-0.15434958451588035,8.32272578622581,4000,0.0012063973604816234,3.0
2,376.70500000000004,568.4448249961947,2615.889473226588,50.85458080121388,88221.69450640798,2549.6149174253032,88.80865744132522,66.10676820750807,-0.15434958451588035,8.322909362543852,4000,0.002471046585666334,3.0
3,376.71500000000003,568.2267209504992,2618.948903349146,50.9087693294225,88221.69450640798,2549.614917416713,88.80798798449703,66.14544085337177,-0.15431436570956183,8.323092724038922,4000,0.0036580020609569323,3.0
4,376.7250000000001,568.0081869838974,2622.0139854819927,50.9634954071893,88221.69450640798,2549.614917419459,88.80731852766885,66.1840893456985,-0.15432562121698656,8.323276193073825,4000,0.004883857339578123,3.0
5,376.73500000000007,567.7896345878693,2625.078942481952,51.018006229139814,88221.69450640798,2549.6149174168872,88.80664907084068,66.222713075991,-0.154315081292128,8.323459769245442,4000,0.006148444351700168,3.0
6,376.74500000000006,567.5710674969378,2628.143722339774,51.07225688883381,88221.69450640798,2549.614917407893,88.8059796140125,66.26131250802648,-0.15427821179933063,8.323643452873757,4000,0.00745185659088532,3.0
7,376.75500000000005,567.3524833818167,2631.208358716784,51.1262813825425,88221.69450640798,2549.6149173933463,88.80531015718431,66.29988752199439,-0.15421857983949033,8.323827243893675,4000,0.008794048309419947,3.0
8,376.76500000000004,567.133883213393,2634.272838652874,51.180071433844354,88221.69450640798,2549.6149173730555,88.80464070035613,66.33843801051262,-0.15413539688432723,8.324011142235,4000,0.010174971988948235,3.0
9,376.77500000000003,566.9152678937836,2637.337150156447,51.2336189394364,88221.69450640798,2549.614917346828,88.80397124352795,66.37696385961958,-0.15402788218806324,8.324195147830313,4000,0.01159458120747097,3.0
10,376.7850000000001,566.6966383639884,2640.4012806940464,51.286915826487515,88221.69450640798,2549.614917314472,88.80330178669978,66.41546495620705,-0.15389524940947927,8.324379260611822,4000,0.013052829489810226,3.0
11,376.7950000000001,566.4779955617937,2643.4652177809585,51.33995412500302,88221.69450640798,2549.6149172757996,88.80263232987159,66.45394118799764,-0.15373671176220813,8.324563480511436,4000,0.014549670340663776,3.0
12,376.80500000000006,566.259340421881,2646.528948979666,51.39272598184041,88221.69450640798,2549.614917230614,88.80196287304341,66.49239244354573,-0.1535514821138348,8.324747807460746,4000,0.0160850572312034,3.0
13,376.81500000000005,566.0406738758022,2649.5924619001235,51.44522367402719,88221.69450640798,2549.614917178725,88.80129341621523,66.53081861223016,-0.15333877294767564,8.32493224139101,4000,0.017658943599983254,3.0
14,376.82500000000005,565.8219968520008,2652.6557441994187,51.497439622744935,88221.69450640798,2549.6149171199418,88.80062395938705,66.56921958424604,-0.1530977963684958,8.32511678223317,4000,0.019271282853798876,3.0
15,376.83500000000004,565.6033102758407,2655.7187835813284,51.54936640816219,88221.69450640798,2549.6149170540693,88.79995450255886,66.60759525059514,-0.1528277641066416,8.325301429917845,4000,0.020922028368550002,3.0
16,376.8450000000001,565.3846150696406,2658.781567795785,51.60099678436486,88221.69450640798,2549.614916980917,88.79928504573068,66.6459455030757,-0.1525278875227014,8.325486184375334,4000,0.022611133490093954,3.0
17,376.8550000000001,565.1659121527136,2661.8440846382714,51.652323695061796,88221.69450640798,2549.614916900292,88.7986155889025,66.6842702342709,-0.1521973776121574,8.325671045535621,4000,0.024338551535088387,3.0
18,376.86500000000007,564.9472024414144,2664.9063219491272,51.70334028978529,88221.69450640798,2549.614916812002,88.79794613207433,66.7225693375363,-0.15183544501002993,8.325856013328377,4000,0.026104235791821907,3.0
19,376.87500000000006,564.7284868491928,2667.968267612739,51.75403994040938,88221.69450640798,2549.6149167158533,88.79727667524614,66.76084270698618,-0.1514412999955143,8.326041087682956,4000,0.027908139521031765,3.0
20,376.88500000000005,564.5097662866525,2671.029909556681,51.80441625839278,88221.69450640798,2549.6149166116547,88.79660721841796,66.79909023747852,-0.15101415249660977,8.326226268528407,4000,0.029750215956708355,3.0
21,376.89500000000004,564.2910416616205,2674.0912357507045,51.85446311248427,88221.69450640798,2549.614916499212,88.79593776158978,66.83731182459903,-0.15055321209474057,8.326411555793467,4000,0.03163041830688415,3.0
22,376.9050000000001,564.0723138792205,2677.1522342056637,51.90417464694595,88221.69450640798,2549.614916378334,88.79526830476159,66.87550736464362,-0.15005768802936958,8.326596949406564,4000,0.03354869975440735,3.0
23,376.9150000000001,563.8535838419555,2680.212892972313,51.95354530026441,88221.69450640798,2549.6149162488255,88.79459884793341,66.9136767545998,-0.14952678920260415,8.326782449295827,4000,0.035505013457698346,3.0
24,376.92500000000007,563.6348524497978,2683.2732001400072,52.00256982453132,88221.69450640798,2549.614916110494,88.79392939110524,66.95181989212664,-0.14895972418379425,8.326968055389077,4000,0.037499312551487925,3.0
25,376.93500000000006,563.4161206002881,2686.3331438352966,52.05124330526352,88221.69450640798,2549.6149159631477,88.79325993427706,66.98993667553329,-0.14835570121412353,8.327153767613837,4000,0.03953155014753657,3.0
26,376.94500000000005,563.1973891886416,2689.392712220371,52.09956118181544,88221.69450640798,2549.6149158065946,88.79259047744887,67.02802700375625,-0.1477139282111928,8.327339585897326,4000,0.04160167933533276,3.0
27,376.95500000000004,562.9786591078639,2692.4518934914186,52.14751926837994,88221.69450640798,2549.6149156406373,88.79192102062069,67.06609077633502,-0.14703361277359678,8.327525510166469,4000,0.04370965318277021,3.0
28,376.96500000000003,562.7599312488753,2695.5106758768575,52.195113775444014,88221.69450640798,2549.6149154650843,88.7912515637925,67.10412789338633,-0.1463139621854936,8.327711540347892,4000,0.04585542473680165,3.0
29,376.9750000000001,562.5412065006441,2698.569047635419,52.242341332017276,88221.69450640798,2549.614915279743,88.79058210696432,67.14213825557682,-0.14555418342116813,8.327897676367925,4000,0.04803894702406846,3.0
30,376.98500000000007,562.3224857503302,2701.626997054119,52.28919900829092,88221.69450640798,2549.614915084418,88.78991265013615,67.1801217640941,-0.14475348314958866,8.32808391815261,4000,0.05026017305150483,3.0
31,376.99500000000006,562.1037698834384,2704.684512446085,52.335684338847045,88221.69450640798,2549.61491487892,88.78924319330797,67.21807832061624,-0.14391106773895784,8.32827026562769,4000,0.05251905580691475,3.0
32,377.00500000000005,561.88505978398,2707.7415821482514,52.38179534661563,88221.69450640798,2549.6149146630505,88.78857373647978,67.25600782727955,-0.1430261432612581,8.328456718718622,4000,0.05481554825952086,3.0
33,377.01500000000004,561.6663563346476,2710.798194518891,52.427530567266516,88221.69450640798,2549.6149144366173,88.7879042796516,67.29391018664468,-0.14209791549679146,8.32864327735057,4000,0.057149603360483,3.0
34,377.02500000000003,561.4476604169981,2713.854337935036,52.47288907438431,88221.69450640798,2549.6149141994265,88.78723482282342,67.33178530166096,-0.1411255899387152,8.328829941448411,4000,0.05952117404338629,3.0
35,377.0350000000001,561.2289729116482,2716.91000078973,52.51787050507262,88221.69450640798,2549.6149139512854,88.78656536599524,67.3696330756289,-0.14010837179757288,8.329016710936738,4000,0.06193021322469544,3.0
36,377.0450000000001,561.0102946984798,2719.9651714890947,52.562475086228716,88221.69450640798,2549.6149136919994,88.78589590916705,67.40745341216095,-0.13904546600582174,8.32920358573985,4000,0.06437667380417499,3.0
37,377.05500000000006,560.7916266568583,2723.0198384493065,52.60670366158118,88221.69450640798,2549.6149134213724,88.78522645233888,67.44524621514024,-0.13793607722235715,8.329390565781766,4000,0.06686050866527435,3.0
38,377.06500000000005,560.572969665862,2726.0739900933327,52.65055771908866,88221.69450640798,2549.6149131392144,88.7845569955107,67.48301138867758,-0.1367794098370344,8.32957765098622,4000,0.06938167067547377,3.0
39,377.07500000000005,560.3543246045238,2729.127614847566,52.69403941927681,88221.69450640798,2549.6149128453276,88.78388753868252,67.52074883706618,-0.1355746679751888,8.329764841276662,4000,0.07194011268659276,3.0
40,377.08500000000004,560.1356923520841,2732.1807011382407,52.73715162385776,88221.69450640798,2549.614912539521,88.78321808185433,67.55845846473474,-0.1343210555021547,8.329952136576257,4000,0.07453578753505585,3.0
41,377.0950000000001,559.91707378826,2735.2332373876984,52.77989792543194,88221.69450640798,2549.6149122215966,88.78254862502615,67.59614017619813,-0.13301777602778422,8.330139536807884,4000,0.07716864804211712,3.0
42,377.1050000000001,559.6984697935231,2738.285212010474,52.82228267741062,88221.69450640798,2549.6149118913636,88.78187916819797,67.63379387600617,-0.13166403291096662,8.330327041894147,4000,0.07983864701403931,3.0
43,377.11500000000007,559.4798812493942,2741.336613409172,52.86431102487008,88221.69450640798,2549.614911548625,88.7812097113698,67.67141946869013,-0.13025902926414898,8.330514651757362,4000,0.08254573724222694,3.0
44,377.12500000000006,559.2613090387498,2744.387429970181,52.90598893597918,88221.69450640798,2549.614911193187,88.7805402545416,67.70901685870714,-0.12880196795785942,8.330702366319562,4000,0.08528987150331148,3.0
45,377.13500000000005,559.0427540461433,2747.437650059196,52.947323233978224,88221.69450640798,2549.6149108248574,88.77987079771343,67.7465859503822,-0.12729205162523385,8.3308901855025,4000,0.08807100255918625,3.0
46,377.14500000000004,558.8242171581412,2750.487262016518,52.988321630113944,88221.69450640798,2549.6149104434385,88.77920134088525,67.78412664784794,-0.12572848266654693,8.331078109227647,4000,0.09088908315698914,3.0
47,377.1550000000001,558.6056992636728,2753.536254152155,53.02899275693541,88221.69450640798,2549.614910048736,88.77853188405706,67.82163885498221,-0.12411046325374896,8.331266137416186,4000,0.0937440660290318,3.0
48,377.1650000000001,558.3872012543966,2756.584614740753,53.06934620229555,88221.69450640798,2549.614909640557,88.77786242722888,67.85912247534291,-0.12243719533500955,8.331454269989022,4000,0.09663590389267296,3.0
49,377.17500000000007,558.1687240250797,2759.632332016273,53.109392544383624,88221.69450640798,2549.6149092187065,88.7771929704007,67.89657741210071,-0.12070788063926927,8.331642506866773,4000,0.09956454945013296,3.0
50,377.18500000000006,557.9502684739961,2762.6793941664628,53.14914338693277,88221.69450640798,2549.614908782988,88.77652351357253,67.9340035679691,-0.11892172068080098,8.331830847969771,4000,0.10252995538824891,3.0
51,377.19500000000005,557.7318355033385,2765.725789327112,53.18861139539614,88221.69450640798,2549.6149083332084,88.77585405674434,67.97140084513188,-0.11707791676378174,8.332019293218064,4000,0.10553207437816735,3.0
52,377.20500000000004,557.5134260196476,2768.7715055760955,53.22781033379533,88221.69450640798,2549.6149078691724,88.77518459991616,68.00876914516822,-0.11517566998687745,8.332207842531409,4000,0.1085708590749727,3.0
53,377.21500000000003,557.295040934259,2771.816530927148,53.26675510217509,88221.69450640798,2549.6149073906836,88.77451514308797,68.04610836897483,-0.113214181247841,8.332396495829276,4000,0.11164626211724837,3.0
54,377.2250000000001,557.0766811637652,2774.8608533234437,53.305461774725785,88221.69450640798,2549.61490689755,88.7738456862598,68.08341841668566,-0.11119265124812623,8.332585253030848,4000,0.11475823612656989,3.0
55,377.23500000000007,556.858347630498,2777.904460630911,53.34394763861031,88221.69450640798,2549.614906389573,88.77317622943161,68.12069918758873,-0.109110280497519,8.33277411405501,4000,0.1179067337069264,3.0
56,377.24500000000006,556.6400412630253,2780.9473406313127,53.38223123350108,88221.69450640798,2549.61490586656,88.77250677260344,68.15795058004021,-0.10696626931878737,8.332963078820356,4000,0.1210917074440683,3.0
57,377.25500000000005,556.4217629966699,2783.989481015076,53.42033239167926,88221.69450640798,2549.614905328316,88.77183731577524,68.19517249137566,-0.10475981785235265,8.333152147245181,4000,0.1243131099047797,3.0
58,377.26500000000004,556.2035137740436,2787.03086937385,53.45827227892671,88221.69450640798,2549.6149047746453,88.77116785894708,68.2323648178184,-0.10249012606098329,8.333341319247483,4000,0.1275708936360719,3.0
59,377.27500000000003,555.9852945456026,2790.0714931928433,53.49607343588025,88221.69450640798,2549.614904205351,88.77049840211889,68.26952745438481,-0.10015639373451375,8.33353059474496,4000,0.13086501116429666,3.0
60,377.2850000000001,555.7671062702209,2793.111339842853,53.53375982044362,88221.69450640798,2549.6149036202405,88.76982894529071,68.3066602947869,-0.0977578204945904,8.333719973655,4000,0.13419541499417537,3.0
61,377.2950000000001,555.5489499157839,2796.150396572056,53.57135685019814,88221.69450640798,2549.6149030191177,88.76915948846252,68.34376323133158,-0.09529360579944664,8.333909455894686,4000,0.13756205760774348,3.0
62,377.30500000000006,555.3308264598016,2799.188650497508,53.60889144601892,88221.69450640798,2549.6149024017864,88.76849003163436,68.38083615481705,-0.09276294894870966,8.334099041380792,4000,0.14096489146320546,3.0
63,377.31500000000005,555.1127368900436,2802.226088596376,53.646392076118666,88221.69450640798,2549.614901768051,88.76782057480617,68.41787895442587,-0.09016504908824119,8.33428873002977,4000,0.1444038689936995,3.0
64,377.32500000000005,554.8946822051921,2805.2626976968872,53.683888800569086,88221.69450640798,2549.6149011177167,88.76715111797799,68.45489151761514,-0.08749910521501478,8.334478521757763,4000,0.1478789426059682,3.0
65,377.33500000000004,554.6766634155186,2808.2984644689786,53.72141331653648,88221.69450640798,2549.6149004505905,88.7664816611498,68.49187373000306,-0.08476431618203213,8.334668416480582,4000,0.1513900646789328,3.0
